,d_game_date,c_prop_cd,c_game_report_desc,c_game_report_type,c_table_num,Drop,f_hands_played,i_minutes_played,f_theo_win,f_actual_win,i_open_hours,actul win over minutes played
3761,2020-10-09,ABC,Three Card Poker,Poker Derivative,502,2478,1003,2890,371.7,11362,17,3.9314878892733565
3762,2020-11-06,ABC,Three Card Poker,Poker Derivative,501,6024,1416,1680,903.6,-5496,20,-3.2714285714285714
3763,2020-10-14,ABC,Three Card Poker,Poker Derivative,502,3870,864,189,580.5,7485,3,39.6031746031746
3764,2020-11-15,ABC,Three Card Poker,Poker Derivative,860,5453,1296,2280,817.9499999999999,17900,19,7.850877192982456
3765,2020-10-10,ABC,Three Card Poker,Poker Derivative,808,3568,1440,3520,535.1999999999999,-15000,20,-4.261363636363637
3766,2020-10-17,ABC,Three Card Poker,Poker Derivative,811,5480,1500,3400,822.0,11445,17,3.3661764705882353
3767,2020-10-03,ABC,Three Card Poker,Poker Derivative,860,5382,1152,2070,807.3,-8636,23,-4.171980676328502
3768,2020-10-10,ABC,Three Card Poker,Poker Derivative,811,5586,1152,782,837.9,-8244,17,-10.542199488491049
3769,2020-10-18,ABC,Three Card Poker,Poker Derivative,653,3621,1173,1944,543.15,-2163,18,-1.1126543209876543
3770,2020-10-31,ABC,Three Card Poker,Poker Derivative,811,5313,1472,4335,796.9499999999999,-9816,17,-2.2643598615916956
3771,2020-11-01,ABC,Three Card Poker,Poker Derivative,502,5616,1088,2400,842.4,-2278,24,-0.9491666666666667
3772,2020-11-12,ABC,Three Card Poker,Poker Derivative,501,5819,150,1590,872.85,-2280,6,-1.4339622641509433
3773,2020-10-10,ABC,Three Card Poker,Poker Derivative,802,3843,1680,2394,576.4499999999999,-13927,19,-5.817460317460317
3774,2020-10-20,ABC,Three Card Poker,Poker Derivative,653,4422,1080,2295,663.3,1394,17,0.6074074074074074
3775,2020-11-19,ABC,Three Card Poker,Poker Derivative,502,2336,770,2332,350.4,6228,11,2.6706689536878216
3776,2020-10-01,ABC,Three Card Poker,Poker Derivative,501,5808,1239,1443,871.1999999999999,-5499,13,-3.810810810810811
3777,2020-11-03,ABC,Three Card Poker,Poker Derivative,502,1918,138,468,287.7,2889,6,6.173076923076923
3778,2020-10-16,ABC,Three Card Poker,Poker Derivative,811,4256,972,1102,638.4,-4392,19,-3.985480943738657
3779,2020-11-12,ABC,Three Card Poker,Poker Derivative,653,228,819,2508,34.199999999999996,-2360,19,-0.9409888357256778
3780,2020-11-08,ABC,Three Card Poker,Poker Derivative,3,2420,1275,1980,363.0,-4408,20,-2.2262626262626264
3781,2020-10-22,ABC,Three Card Poker,Poker Derivative,653,2304,560,3750,345.59999999999997,5694,15,1.5184
3782,2020-11-20,ABC,Three Card Poker,Poker Derivative,501,2375,1342,1827,356.25,-10076,21,-5.515051997810619
3783,2020-11-14,ABC,Three Card Poker,Poker Derivative,502,3360,1518,2376,504.0,765,18,0.32196969696969696
3784,2020-10-30,ABC,Three Card Poker,Poker Derivative,3,4692,1224,2640,703.8,11836,20,4.483333333333333
3785,2020-10-24,ABC,Three Card Poker,Poker Derivative,808,6216,1254,3325,932.4,20352,19,6.1209022556390975
3786,2020-11-17,ABC,Three Card Poker,Poker Derivative,502,3201,1190,918,480.15,758,17,0.8257080610021786
3787,2020-10-04,ABC,Three Card Poker,Poker Derivative,860,6314,1472,2000,947.0999999999999,-8883,20,-4.4415
3788,2020-11-14,ABC,Three Card Poker,Poker Derivative,653,3852,1173,4200,577.8,-16728,21,-3.9828571428571427
3789,2020-11-14,ABC,Three Card Poker,Poker Derivative,802,2793,1064,1628,418.95,4554,22,2.7972972972972974
3790,2020-10-02,ABC,Three Card Poker,Poker Derivative,502,2006,1540,988,300.9,4050,19,4.09919028340081
3791,2020-10-17,ABC,Three Card Poker,Poker Derivative,802,4100,1054,5100,615.0,-19849,20,-3.8919607843137256
3792,2020-11-08,ABC,Three Card Poker,Poker Derivative,502,3168,1387,3610,475.2,-5302,19,-1.4686980609418283
3793,2020-10-03,ABC,Three Card Poker,Poker Derivative,502,5035,1632,400,755.25,-1386,16,-3.465
3794,2020-11-01,ABC,Three Card Poker,Poker Derivative,501,2646,799,4140,396.9,15498,23,3.743478260869565
3795,2020-10-31,ABC,Three Card Poker,Poker Derivative,802,6258,1491,1156,938.6999999999999,22296,17,19.28719723183391
3796,2020-10-18,ABC,Three Card Poker,Poker Derivative,3,6069,1040,1219,910.35,-13512,23,-11.084495488105004
3797,2020-11-18,ABC,Three Card Poker,Poker Derivative,653,903,1320,392,135.45,5168,2,13.183673469387756
3798,2020-11-06,ABC,Three Card Poker,Poker Derivative,808,6111,1062,1440,916.65,7150,18,4.965277777777778
3799,2020-11-14,ABC,Three Card Poker,Poker Derivative,501,4344,1428,2079,651.6,10960,21,5.271765271765272
3800,2020-11-15,ABC,Three Card Poker,Poker Derivative,808,4944,944,1386,741.6,16169,21,11.665945165945166
3801,2020-10-17,ABC,Three Card Poker,Poker Derivative,501,5082,1140,2560,762.3,7074,16,2.76328125
3802,2020-10-03,ABC,Three Card Poker,Poker Derivative,653,6187,1488,3800,928.05,13680,19,3.6
3803,2020-10-15,ABC,Three Card Poker,Poker Derivative,501,770,750,1760,115.5,-3430,8,-1.9488636363636365
3804,2020-11-05,ABC,Three Card Poker,Poker Derivative,653,2028,343,330,304.2,6565,5,19.893939393939394
3805,2020-10-24,ABC,Three Card Poker,Poker Derivative,653,4972,1008,532,745.8,-1700,19,-3.1954887218045114
3806,2020-11-09,ABC,Three Card Poker,Poker Derivative,501,630,427,2304,94.5,320,16,0.1388888888888889
3807,2020-10-16,ABC,Three Card Poker,Poker Derivative,502,2394,1562,2544,359.09999999999997,18584,16,7.30503144654088
3808,2020-11-20,ABC,Three Card Poker,Poker Derivative,811,2380,1128,2640,357.0,420,22,0.1590909090909091
3809,2020-11-21,ABC,Three Card Poker,Poker Derivative,502,4752,874,440,712.8,-13000,20,-29.545454545454547
3810,2020-11-13,ABC,Three Card Poker,Poker Derivative,802,5649,1155,3420,847.35,-7612,19,-2.225730994152047
3811,2020-11-20,ABC,Three Card Poker,Poker Derivative,808,2448,1320,924,367.2,-6576,22,-7.116883116883117
3812,2020-11-06,ABC,Three Card Poker,Poker Derivative,3,2482,810,4048,372.3,-200,23,-0.04940711462450593
3813,2020-10-17,ABC,Three Card Poker,Poker Derivative,3,5397,1349,3600,809.55,4531,20,1.2586111111111111
3814,2020-10-24,ABC,Three Card Poker,Poker Derivative,3,3476,1344,3485,521.4,6336,17,1.818077474892396
3815,2020-11-03,ABC,Three Card Poker,Poker Derivative,653,2002,495,3120,300.3,-1614,15,-0.5173076923076924
3816,2020-10-11,ABC,Three Card Poker,Poker Derivative,808,5540,1080,1840,831.0,4914,23,2.6706521739130435
3817,2020-11-15,ABC,Three Card Poker,Poker Derivative,502,4480,1120,1760,672.0,-9882,16,-5.614772727272728
3818,2020-10-22,ABC,Three Card Poker,Poker Derivative,502,504,900,510,75.6,-3080,10,-6.03921568627451
3819,2020-10-02,ABC,Three Card Poker,Poker Derivative,501,4192,1704,3060,628.8,-4777,17,-1.5611111111111111
3820,2020-10-23,ABC,Three Card Poker,Poker Derivative,3,3384,800,4400,507.59999999999997,-10336,20,-2.349090909090909
3821,2020-10-24,ABC,Three Card Poker,Poker Derivative,802,3743,1088,924,561.4499999999999,10764,21,11.64935064935065
3822,2020-10-02,ABC,Three Card Poker,Poker Derivative,3,4560,1072,4180,684.0,-11172,19,-2.672727272727273
3823,2020-11-15,ABC,Three Card Poker,Poker Derivative,501,2507,1752,1296,376.05,-8952,24,-6.907407407407407
3824,2020-10-13,ABC,Three Card Poker,Poker Derivative,502,4830,232,625,724.5,1078,5,1.7248
3825,2020-10-19,ABC,Three Card Poker,Poker Derivative,653,0,165,1092,1491.0,-5800,21,-5.311355311355311
3826,2020-10-14,ABC,Three Card Poker,Poker Derivative,501,3168,1280,500,475.2,8832,20,17.664
3827,2020-10-02,ABC,Three Card Poker,Poker Derivative,653,3500,1248,1734,525.0,2052,17,1.1833910034602075
3828,2020-11-05,ABC,Three Card Poker,Poker Derivative,501,684,704,261,102.6,9537,3,36.54022988505747
3829,2020-10-25,ABC,Three Card Poker,Poker Derivative,811,3948,1365,1134,592.1999999999999,-15295,21,-13.487654320987655
3830,2020-11-06,ABC,Three Card Poker,Poker Derivative,811,3816,1200,1650,572.4,-7820,22,-4.739393939393939
3831,2020-11-13,ABC,Three Card Poker,Poker Derivative,501,5214,1210,864,782.1,-2928,18,-3.388888888888889
3832,2020-11-14,ABC,Three Card Poker,Poker Derivative,860,2176,882,2760,326.4,-19624,20,-7.110144927536232
3833,2020-11-05,ABC,Three Card Poker,Poker Derivative,502,3570,901,672,535.5,-655,16,-0.9747023809523809
3834,2020-10-12,ABC,Three Card Poker,Poker Derivative,501,916,1159,252,137.4,6048,2,24.0
3835,2020-10-12,ABC,Three Card Poker,Poker Derivative,811,5397,1173,396,809.55,10440,18,26.363636363636363
3836,2020-10-23,ABC,Three Card Poker,Poker Derivative,811,2320,901,3936,348.0,6336,24,1.6097560975609757
3837,2020-10-19,ABC,Three Card Poker,Poker Derivative,501,5773,828,1536,865.9499999999999,-3507,16,-2.283203125
3838,2020-11-08,ABC,Three Card Poker,Poker Derivative,653,3388,1403,1520,508.2,8720,19,5.7368421052631575
3839,2020-10-30,ABC,Three Card Poker,Poker Derivative,808,4074,893,2760,611.1,-1403,23,-0.5083333333333333
3840,2020-11-10,ABC,Three Card Poker,Poker Derivative,501,3686,1440,585,552.9,-4617,5,-7.892307692307693
3841,2020-10-27,ABC,Three Card Poker,Poker Derivative,502,3497,1408,0,524.55,-1296,0,-inf
3842,2020-11-02,ABC,Three Card Poker,Poker Derivative,653,2120,944,640,318.0,1461,10,2.2828125
3843,2020-10-27,ABC,Three Card Poker,Poker Derivative,653,536,1650,1092,80.39999999999999,8228,7,7.534798534798535
3844,2020-10-03,ABC,Three Card Poker,Poker Derivative,811,4794,1239,3312,719.1,17986,23,5.430555555555555
3845,2020-11-13,ABC,Three Card Poker,Poker Derivative,811,1700,1288,4680,255.0,-6992,18,-1.494017094017094
3846,2020-10-09,ABC,Three Card Poker,Poker Derivative,653,3655,1260,416,548.25,11487,16,27.61298076923077
3847,2020-10-24,ABC,Three Card Poker,Poker Derivative,860,2060,1159,2788,309.0,-16148,17,-5.791965566714491
3848,2020-10-31,ABC,Three Card Poker,Poker Derivative,501,3460,1020,480,519.0,-6935,16,-14.447916666666666
3849,2020-10-01,ABC,Three Card Poker,Poker Derivative,653,2736,1020,203,410.4,-1892,7,-9.320197044334975
3850,2020-11-01,ABC,Three Card Poker,Poker Derivative,653,6693,1562,4576,1003.9499999999999,8640,22,1.8881118881118881
3851,2020-10-13,ABC,Three Card Poker,Poker Derivative,501,520,183,480,78.0,-5456,5,-11.366666666666667
3852,2020-11-01,ABC,Three Card Poker,Poker Derivative,808,2601,1012,1512,390.15,18980,18,12.552910052910052
3853,2020-10-11,ABC,Three Card Poker,Poker Derivative,811,1920,1564,722,288.0,9407,19,13.029085872576177
3854,2020-10-03,ABC,Three Card Poker,Poker Derivative,802,4662,1288,800,699.3,16236,20,20.295
3855,2020-10-26,ABC,Three Card Poker,Poker Derivative,502,1290,782,560,193.5,-5436,8,-9.707142857142857
3856,2020-11-15,ABC,Three Card Poker,Poker Derivative,653,5670,846,5170,850.5,-8592,22,-1.6618955512572533
3857,2020-10-06,ABC,Three Card Poker,Poker Derivative,502,2900,1220,2860,435.0,-7640,22,-2.6713286713286712
3858,2020-10-30,ABC,Three Card Poker,Poker Derivative,501,5700,1440,3744,855.0,-11615,18,-3.1022970085470085
3859,2020-10-16,ABC,Three Card Poker,Poker Derivative,653,1840,1518,1700,276.0,-14586,17,-8.58
3860,2020-10-07,ABC,Three Card Poker,Poker Derivative,653,4554,201,882,683.1,-7144,6,-8.099773242630386
3861,2020-11-06,ABC,Three Card Poker,Poker Derivative,802,5301,1440,2970,795.15,-9877,18,-3.3255892255892254
3862,2020-11-08,ABC,Three Card Poker,Poker Derivative,802,3232,1134,2352,484.79999999999995,-14399,21,-6.122023809523809
3863,2020-11-20,ABC,Three Card Poker,Poker Derivative,653,2944,1180,3135,441.59999999999997,-6327,19,-2.018181818181818
3864,2020-11-19,ABC,Three Card Poker,Poker Derivative,501,804,1188,1242,120.6,-6567,23,-5.28743961352657
3865,2020-10-18,ABC,Three Card Poker,Poker Derivative,501,6785,1128,1104,1017.75,18998,23,17.208333333333332
3866,2020-10-12,ABC,Three Card Poker,Poker Derivative,653,2508,268,144,376.2,9816,6,68.16666666666667
3867,2020-10-23,ABC,Three Card Poker,Poker Derivative,802,3040,1265,4000,456.0,-16587,20,-4.14675
3868,2020-10-28,ABC,Three Card Poker,Poker Derivative,502,1840,1357,816,276.0,1547,4,1.8958333333333333
3869,2020-11-01,ABC,Three Card Poker,Poker Derivative,802,4216,1470,4300,632.4,7704,20,1.7916279069767442
3870,2020-11-20,ABC,Three Card Poker,Poker Derivative,860,6216,1258,960,932.4,2312,20,2.408333333333333
3871,2020-10-16,ABC,Three Card Poker,Poker Derivative,802,2860,900,2288,429.0,9536,22,4.1678321678321675
3872,2020-11-18,ABC,Three Card Poker,Poker Derivative,501,2205,1166,429,330.75,-2451,13,-5.713286713286713
3873,2020-10-28,ABC,Three Card Poker,Poker Derivative,653,114,1273,155,17.099999999999998,4792,5,30.916129032258066
3874,2020-10-09,ABC,Three Card Poker,Poker Derivative,802,2592,1102,972,388.8,-13440,18,-13.82716049382716
3875,2020-10-16,ABC,Three Card Poker,Poker Derivative,808,4556,1365,1932,683.4,17062,21,8.831262939958592
3876,2020-11-07,ABC,Three Card Poker,Poker Derivative,802,3961,1632,1326,594.15,-13312,17,-10.03921568627451
3877,2020-10-10,ABC,Three Card Poker,Poker Derivative,653,4980,1080,950,747.0,-16786,19,-17.669473684210526
3878,2020-11-15,ABC,Three Card Poker,Poker Derivative,811,5567,912,2970,835.05,-8080,18,-2.7205387205387206
3879,2020-10-30,ABC,Three Card Poker,Poker Derivative,802,5472,1239,4165,820.8,-1349,17,-0.3238895558223289
3880,2020-10-15,ABC,Three Card Poker,Poker Derivative,653,2115,156,2295,317.25,3078,17,1.3411764705882352
3881,2020-11-11,ABC,Three Card Poker,Poker Derivative,501,417,336,450,62.55,2432,3,5.404444444444445
3882,2020-10-03,ABC,Three Card Poker,Poker Derivative,3,2805,1680,2200,420.75,-4123,22,-1.874090909090909
3883,2020-11-04,ABC,Three Card Poker,Poker Derivative,653,1788,476,3276,268.2,1176,21,0.358974358974359
3884,2020-10-25,ABC,Three Card Poker,Poker Derivative,802,6384,1200,2975,957.5999999999999,8500,17,2.857142857142857
3885,2020-10-22,ABC,Three Card Poker,Poker Derivative,501,5560,399,504,834.0,-14532,8,-28.833333333333332
3886,2020-10-08,ABC,Three Card Poker,Poker Derivative,502,282,462,2835,42.3,-1152,21,-0.40634920634920635
3887,2020-11-15,ABC,Three Card Poker,Poker Derivative,3,2822,1496,1386,423.3,-10494,22,-7.571428571428571
3888,2020-10-15,ABC,Three Card Poker,Poker Derivative,502,1302,252,1196,195.29999999999998,-9849,23,-8.23494983277592
3889,2020-10-02,ABC,Three Card Poker,Poker Derivative,811,3078,884,714,461.7,-5408,17,-7.57422969187675
3890,2020-11-14,ABC,Three Card Poker,Poker Derivative,808,3151,1173,1980,472.65,-7686,22,-3.881818181818182
3891,2020-10-09,ABC,Three Card Poker,Poker Derivative,811,5911,1058,5565,886.65,9272,21,1.6661275831087152
3892,2020-10-23,ABC,Three Card Poker,Poker Derivative,653,5019,1679,1680,752.85,-11232,20,-6.685714285714286
3893,2020-10-20,ABC,Three Card Poker,Poker Derivative,502,3894,952,5160,584.1,12240,24,2.372093023255814
3894,2020-11-07,ABC,Three Card Poker,Poker Derivative,502,3048,966,3600,457.2,13800,18,3.8333333333333335
3895,2020-11-19,ABC,Three Card Poker,Poker Derivative,653,3264,1160,0,489.59999999999997,0,0,
3896,2020-11-08,ABC,Three Card Poker,Poker Derivative,811,3344,1100,2730,501.59999999999997,9248,21,3.3875457875457875
3897,2020-10-23,ABC,Three Card Poker,Poker Derivative,860,2057,1260,3630,308.55,10206,22,2.811570247933884
3898,2020-11-01,ABC,Three Card Poker,Poker Derivative,3,3801,1360,425,570.15,-68,17,-0.16
3899,2020-10-02,ABC,Three Card Poker,Poker Derivative,802,4788,920,2088,718.1999999999999,16824,24,8.057471264367816
3900,2020-11-13,ABC,Three Card Poker,Poker Derivative,3,4968,1200,936,745.1999999999999,-10925,18,-11.672008547008547
3901,2020-10-06,ABC,Three Card Poker,Poker Derivative,653,5754,280,1102,863.1,-296,19,-0.26860254083484575
3902,2020-11-12,ABC,Three Card Poker,Poker Derivative,502,1969,850,180,295.34999999999997,9624,3,53.46666666666667
3903,2020-10-17,ABC,Three Card Poker,Poker Derivative,860,2268,918,1600,340.2,-13860,16,-8.6625
3904,2020-10-10,ABC,Three Card Poker,Poker Derivative,860,4884,1120,864,732.6,-8904,16,-10.305555555555555
3905,2020-11-20,ABC,Three Card Poker,Poker Derivative,502,2166,1280,2640,324.9,-8262,16,-3.1295454545454544
3906,2020-10-21,ABC,Three Card Poker,Poker Derivative,501,3488,192,1040,523.1999999999999,-8880,8,-8.538461538461538
3907,2020-10-05,ABC,Three Card Poker,Poker Derivative,653,2604,142,2125,390.59999999999997,7896,17,3.715764705882353
3908,2020-10-03,ABC,Three Card Poker,Poker Derivative,808,3978,928,3120,596.6999999999999,-5406,20,-1.7326923076923078
3909,2020-10-25,ABC,Three Card Poker,Poker Derivative,808,4617,850,864,692.55,-9554,24,-11.05787037037037
3910,2020-10-28,ABC,Three Card Poker,Poker Derivative,501,3298,504,880,494.7,2690,20,3.0568181818181817
3911,2020-10-25,ABC,Three Card Poker,Poker Derivative,653,4686,1242,1760,702.9,16148,20,9.175
3912,2020-10-19,ABC,Three Card Poker,Poker Derivative,502,1610,1134,2100,241.5,-10319,21,-4.913809523809523
3913,2020-10-14,ABC,Three Card Poker,Poker Derivative,653,1620,1104,235,243.0,1860,5,7.914893617021277
3914,2020-10-09,ABC,Three Card Poker,Poker Derivative,808,5911,1628,960,886.65,-7936,24,-8.266666666666667
3915,2020-10-05,ABC,Three Card Poker,Poker Derivative,502,1521,570,663,228.15,-1323,17,-1.995475113122172
3916,2020-11-16,ABC,Three Card Poker,Poker Derivative,502,1463,1110,950,219.45,2592,19,2.728421052631579
3917,2020-11-02,ABC,Three Card Poker,Poker Derivative,501,2295,378,1375,344.25,-17005,11,-12.367272727272727
3918,2020-10-08,ABC,Three Card Poker,Poker Derivative,501,1472,816,4312,220.79999999999998,1969,22,0.45663265306122447
3919,2020-10-17,ABC,Three Card Poker,Poker Derivative,502,5355,884,667,803.25,1104,23,1.6551724137931034
3920,2020-10-07,ABC,Three Card Poker,Poker Derivative,501,278,720,46,41.699999999999996,-1974,2,-42.91304347826087
3921,2020-10-18,ABC,Three Card Poker,Poker Derivative,502,4136,1078,2530,620.4,3213,22,1.2699604743083004
3922,2020-10-24,ABC,Three Card Poker,Poker Derivative,811,6576,1495,684,986.4,-1326,19,-1.9385964912280702
3923,2020-10-18,ABC,Three Card Poker,Poker Derivative,860,3780,1120,1488,567.0,6808,16,4.575268817204301
3924,2020-11-04,ABC,Three Card Poker,Poker Derivative,501,1485,1224,880,222.75,-3375,20,-3.835227272727273
3925,2020-10-11,ABC,Three Card Poker,Poker Derivative,3,4752,992,1426,712.8,-3938,23,-2.7615708274894812
3926,2020-10-29,ABC,Three Card Poker,Poker Derivative,653,2900,1122,4715,435.0,12368,23,2.623117709437964
3927,2020-10-16,ABC,Three Card Poker,Poker Derivative,501,2882,1026,2200,432.3,14100,22,6.409090909090909
3928,2020-10-25,ABC,Three Card Poker,Poker Derivative,860,3587,1207,1728,538.05,3840,24,2.2222222222222223
3929,2020-10-18,ABC,Three Card Poker,Poker Derivative,802,5082,833,4240,762.3,13848,20,3.2660377358490567
3930,2020-10-21,ABC,Three Card Poker,Poker Derivative,502,3476,1134,0,521.4,0,0,
3931,2020-10-31,ABC,Three Card Poker,Poker Derivative,653,5073,1464,690,760.9499999999999,6798,23,9.852173913043478
3932,2020-10-03,ABC,Three Card Poker,Poker Derivative,501,1890,1334,3312,283.5,2436,18,0.7355072463768116
3933,2020-10-30,ABC,Three Card Poker,Poker Derivative,811,3216,1311,4560,482.4,-4360,19,-0.956140350877193
3934,2020-10-21,ABC,Three Card Poker,Poker Derivative,653,1900,610,756,285.0,585,9,0.7738095238095238
3935,2020-10-05,ABC,Three Card Poker,Poker Derivative,501,181,986,172,27.15,2340,2,13.604651162790697
3936,2020-11-13,ABC,Three Card Poker,Poker Derivative,860,3344,1200,5060,501.59999999999997,17490,22,3.4565217391304346
3937,2020-10-24,ABC,Three Card Poker,Poker Derivative,501,5720,1098,1320,858.0,12042,20,9.122727272727273
3938,2020-11-09,ABC,Three Card Poker,Poker Derivative,502,725,1323,1564,108.75,1407,17,0.899616368286445
3939,2020-10-26,ABC,Three Card Poker,Poker Derivative,501,1122,675,3740,168.29999999999998,2849,17,0.7617647058823529
3940,2020-10-04,ABC,Three Card Poker,Poker Derivative,3,6877,1430,4675,1031.55,22977,17,4.914866310160428
3941,2020-11-18,ABC,Three Card Poker,Poker Derivative,502,2413,1058,372,361.95,434,6,1.1666666666666667
3942,2020-10-09,ABC,Three Card Poker,Poker Derivative,3,2272,1554,1296,340.8,16303,18,12.579475308641975
3943,2020-10-10,ABC,Three Card Poker,Poker Derivative,502,2784,1139,5060,417.59999999999997,-17352,23,-3.4292490118577077
3944,2020-10-29,ABC,Three Card Poker,Poker Derivative,501,2860,1242,5390,429.0,-4235,22,-0.7857142857142857
3945,2020-11-02,ABC,Three Card Poker,Poker Derivative,502,640,540,330,96.0,-728,6,-2.206060606060606
3946,2020-11-11,ABC,Three Card Poker,Poker Derivative,653,2160,329,3960,324.0,1440,24,0.36363636363636365
3947,2020-10-04,ABC,Three Card Poker,Poker Derivative,802,2880,1491,782,432.0,-8227,17,-10.520460358056265
3948,2020-10-31,ABC,Three Card Poker,Poker Derivative,502,2736,1406,4160,410.4,-16632,20,-3.998076923076923
3949,2020-10-12,ABC,Three Card Poker,Poker Derivative,802,6003,868,396,900.4499999999999,-960,9,-2.4242424242424243
3950,2020-10-02,ABC,Three Card Poker,Poker Derivative,808,4632,832,1856,694.8,16767,16,9.033943965517242
3951,2020-11-01,ABC,Three Card Poker,Poker Derivative,860,5456,1278,1840,818.4,10185,23,5.5353260869565215
3952,2020-10-04,ABC,Three Card Poker,Poker Derivative,653,4828,1206,1638,724.1999999999999,-864,21,-0.5274725274725275
3953,2020-10-27,ABC,Three Card Poker,Poker Derivative,501,3536,740,735,530.4,4074,15,5.542857142857143
3954,2020-10-31,ABC,Three Card Poker,Poker Derivative,808,4313,1584,1760,646.9499999999999,6846,22,3.889772727272727
3955,2020-10-23,ABC,Three Card Poker,Poker Derivative,502,5750,1536,638,862.5,-9870,22,-15.470219435736677
